soc_id,EA033,EA066,EA030,EA028,EA039,complexity_score
Ej14,1.0,1.0,4.0,3.0,1.0,-1.2232561581666535
Ej15,5.0,5.0,7.0,5.0,3.0,4.1995039262228016
Ej16,4.0,1.0,5.0,6.0,1.0,1.1245647311512197
Ej2,1.0,2.0,4.0,3.0,1.0,-0.9033011717170635
Ej3,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ej4,5.0,5.0,7.0,6.0,3.0,4.486332831107945
Ej5,4.0,5.0,7.0,6.0,3.0,4.044727187265078
Ej6,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ej7,1.0,1.0,4.0,3.0,1.0,-1.2232561581666535
Ej8,3.0,4.0,7.0,6.0,3.0,3.2831665569726205
Ej9,5.0,2.0,7.0,6.0,3.0,3.526467871759175
Ia1,2.0,1.0,7.0,3.0,1.0,-0.29409878492226754
Ia10,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Ia11,1.0,4.0,7.0,6.0,3.0,2.3999552692868855
Ia12,5.0,5.0,7.0,6.0,3.0,4.486332831107945
Ia13,1.0,2.0,1.0,4.0,1.0,-1.1040239962334384
Ia14,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Ia15,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Ia16,2.0,2.0,6.0,6.0,1.0,0.7238256730489147
Ia2,1.0,2.0,7.0,6.0,3.0,1.7600452963877051
Ia3,1.0,2.0,6.0,6.0,1.0,0.2822200292060473
Ia4,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Ia5,1.0,1.0,6.0,3.0,1.0,-0.8982216718989745
Ia6,2.0,4.0,7.0,3.0,1.0,0.665766174426503
Ia7,1.0,4.0,7.0,3.0,1.0,0.22416053058363572
Ia8,1.0,3.0,7.0,6.0,1.0,0.7646922587894771
Ia9,1.0,1.0,7.0,6.0,3.0,1.440090309938115
Ib1,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Ib2,5.0,5.0,8.0,6.0,3.0,4.648850074241785
Ib3,4.0,5.0,7.0,6.0,3.0,4.044727187265078
Ib4,1.0,2.0,7.0,6.0,3.0,1.7600452963877051
Ib5,1.0,2.0,7.0,3.0,2.0,0.2419045697083645
Ib6,3.0,4.0,7.0,6.0,3.0,3.2831665569726205
Ib7,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ib8,1.0,1.0,1.0,4.0,1.0,-1.4239789826830285
Ic1,4.0,4.0,5.0,6.0,3.0,3.3997377145478085
Ic10,3.0,1.0,7.0,3.0,1.0,0.14750685892059978
Ic11,3.0,4.0,7.0,3.0,1.0,1.1073718182693704
Ic12,3.0,1.0,3.0,3.0,1.0,-0.5025621136147586
Ic2,3.0,2.0,8.0,3.0,1.0,0.6299790885040295
Ic3,2.0,4.0,6.0,3.0,1.0,0.5032489312926633
Ic5,2.0,2.0,7.0,3.0,1.0,0.02585620152732262
Ic6,2.0,4.0,7.0,3.0,1.0,0.665766174426503
Ic7,3.0,4.0,7.0,3.0,1.0,1.1073718182693704
Ic8,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ic9,2.0,4.0,8.0,6.0,3.0,3.0040781562635925
Id1,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id10,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id11,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id12,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id13,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id2,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id3,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id4,2.0,1.0,1.0,1.0,1.0,-1.8428600534955926
Id5,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id6,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id8,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Id9,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ie1,2.0,2.0,7.0,3.0,1.0,0.02585620152732262
Ie10,1.0,2.0,7.0,3.0,1.0,-0.41574944231554467
Ie11,1.0,1.0,5.0,5.0,1.0,-0.48708110526252635
Ie12,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ie13,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie14,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie15,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie16,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie17,1.0,2.0,4.0,4.0,1.0,-0.6164722668319196
Ie18,1.0,1.0,5.0,5.0,1.0,-0.48708110526252635
Ie19,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ie2,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie20,1.0,4.0,7.0,4.0,1.0,0.5109894354687796
Ie21,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie22,1.0,4.0,7.0,4.0,1.0,0.5109894354687796
Ie23,1.0,1.0,5.0,4.0,1.0,-0.7739100101476701
Ie24,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ie25,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ie26,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie27,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ie28,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ie29,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ie3,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ie30,1.0,1.0,3.0,4.0,1.0,-1.0989444964153494
Ie31,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ie32,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ie33,1.0,1.0,3.0,4.0,1.0,-1.0989444964153494
Ie35,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie38,2.0,1.0,6.0,4.0,1.0,-0.1697871231709633
Ie39,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ie4,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie5,1.0,1.0,3.0,4.0,1.0,-1.0989444964153494
Ie6,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ie7,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Ie8,2.0,2.0,7.0,4.0,1.0,0.3126851064124665
Ie9,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
If1,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
If11,3.0,4.0,5.0,4.0,1.0,1.069166236886835
If12,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
If13,2.0,4.0,5.0,4.0,1.0,0.6275605930439677
If14,2.0,4.0,8.0,4.0,1.0,1.1151123224454864
If15,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
If16,1.0,1.0,5.0,4.0,1.0,-0.7739100101476701
If17,2.0,4.0,5.0,4.0,1.0,0.6275605930439677
If2,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
If3,2.0,4.0,6.0,4.0,1.0,0.7900778361778072
If4,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
If5,3.0,4.0,5.0,4.0,1.0,1.069166236886835
If6,2.0,4.0,5.0,4.0,1.0,0.6275605930439677
If7,2.0,2.0,7.0,4.0,1.0,0.3126851064124665
If8,2.0,1.0,7.0,3.0,1.0,-0.29409878492226754
If9,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
Ig1,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ig10,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ig11,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ig12,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ig13,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
Ig14,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ig2,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ig20,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ig21,1.0,1.0,5.0,4.0,1.0,-0.7739100101476701
Ig3,1.0,4.0,6.0,4.0,1.0,0.34847219233494
Ig4,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ig5,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Ig6,1.0,1.0,6.0,4.0,1.0,-0.6113927670138306
Ig7,1.0,2.0,6.0,4.0,1.0,-0.29143778056424047
Ig9,1.0,2.0,7.0,2.0,1.0,-0.7025783472006886
Ih1,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ih10,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ih14,3.0,2.0,7.0,4.0,1.0,0.7542907502553339
Ih2,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ih3,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ih4,3.0,2.0,7.0,4.0,1.0,0.7542907502553339
Ih5,2.0,1.0,7.0,6.0,1.0,0.566387929733164
Ih6,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ih7,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ih8,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
Ih9,1.0,2.0,7.0,4.0,1.0,-0.12892053743040083
Ii1,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ii10,2.0,4.0,6.0,4.0,1.0,0.7900778361778072
Ii12,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ii13,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ii14,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ii2,2.0,4.0,6.0,4.0,1.0,0.7900778361778072
Ii3,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
Ii4,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ii5,1.0,2.0,3.0,4.0,1.0,-0.7789895099657591
Ii6,2.0,1.0,7.0,4.0,1.0,-0.007269880037123704
Ii7,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ii8,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ii9,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ij1,2.0,4.0,5.0,4.0,1.0,0.6275605930439677
Ij2,2.0,4.0,7.0,3.0,1.0,0.665766174426503
Ij3,2.0,4.0,5.0,4.0,1.0,0.6275605930439677
Ij4,2.0,4.0,7.0,4.0,1.0,0.9525950793116468
Ij5,2.0,1.0,5.0,4.0,1.0,-0.3323043663048029
Ij6,3.0,4.0,7.0,6.0,1.0,1.9678585329248022
Ij7,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ij8,3.0,4.0,7.0,4.0,1.0,1.3942007231545142
Ij9,2.0,4.0,7.0,3.0,1.0,0.665766174426503
Na1,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na10,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Na12,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Na13,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na14,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na15,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na16,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Na17,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na19,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Na2,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Na20,2.0,2.0,2.0,1.0,1.0,-1.3603878239121627
Na21,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na22,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na23,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na24,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
Na25,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
Na26,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Na27,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Na28,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na29,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na3,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na30,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na31,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na32,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na33,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na34,2.0,1.0,3.0,1.0,1.0,-1.5178255672279135
Na35,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na36,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Na37,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na38,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
Na39,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na4,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na40,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Na41,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Na42,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Na43,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na44,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na45,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na5,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na6,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Na7,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Na8,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Na9,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nb1,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nb10,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb11,2.0,4.0,3.0,1.0,1.0,-0.557960607879143
Nb12,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb13,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb14,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb15,1.0,4.0,2.0,1.0,1.0,-1.1620834948558498
Nb16,1.0,4.0,2.0,1.0,1.0,-1.1620834948558498
Nb17,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb18,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nb19,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nb2,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb20,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nb21,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb22,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb23,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb24,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb25,1.0,4.0,2.0,1.0,1.0,-1.1620834948558498
Nb26,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb27,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb28,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb29,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb3,2.0,4.0,7.0,1.0,1.0,0.09210836465621534
Nb30,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nb31,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb32,2.0,2.0,3.0,1.0,1.0,-1.1978705807783232
Nb33,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb34,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb35,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb36,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb37,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nb38,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb39,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb4,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nb5,2.0,2.0,7.0,1.0,1.0,-0.547801608242965
Nb6,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nb7,2.0,4.0,3.0,1.0,1.0,-0.557960607879143
Nb8,1.0,4.0,3.0,1.0,1.0,-0.9995662517220103
Nb9,1.0,4.0,7.0,1.0,1.0,-0.3494972791866519
Nc1,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
Nc10,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc11,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc12,2.0,2.0,3.0,1.0,1.0,-1.1978705807783232
Nc13,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc14,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc15,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc16,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc18,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc19,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc2,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nc21,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc22,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc23,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc24,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc25,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc26,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc27,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc28,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc29,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc3,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc30,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc31,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc32,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc33,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc34,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc4,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc5,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
Nc6,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nc7,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nc8,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nc9,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nd1,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nd10,2.0,2.0,2.0,1.0,1.0,-1.3603878239121627
Nd11,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd12,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd13,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd14,2.0,2.0,2.0,1.0,1.0,-1.3603878239121627
Nd15,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd16,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd17,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nd18,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
Nd19,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd2,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd20,2.0,2.0,2.0,1.0,1.0,-1.3603878239121627
Nd21,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd22,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd23,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd24,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd25,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd26,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd27,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd28,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd29,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd3,1.0,1.0,3.0,6.0,1.0,-0.5252866866450617
Nd30,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd31,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd32,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd33,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd34,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd35,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd36,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd37,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd38,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd39,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd4,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd40,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd41,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd42,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd43,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd44,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd45,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nd46,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd47,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd48,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd49,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd5,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd50,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd51,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd52,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd53,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd54,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd55,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd56,1.0,1.0,2.0,6.0,1.0,-0.6878039297789013
Nd57,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd58,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd59,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd6,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd60,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd61,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Nd62,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Nd63,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd64,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd65,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd66,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nd67,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Nd7,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nd8,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Nd9,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
Ne1,2.0,1.0,1.0,1.0,1.0,-1.8428600534955926
Ne11,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ne12,1.0,2.0,1.0,1.0,1.0,-1.9645107108888697
Ne13,2.0,2.0,1.0,1.0,1.0,-1.5229050670460025
Ne14,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ne15,1.0,1.0,3.0,5.0,1.0,-0.8121155915302056
Ne16,2.0,1.0,1.0,1.0,1.0,-1.8428600534955926
Ne17,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Ne18,2.0,2.0,1.0,1.0,1.0,-1.5229050670460025
Ne19,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ne2,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ne20,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Ne3,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ne4,2.0,1.0,2.0,2.0,1.0,-1.3935139054766092
Ne5,2.0,1.0,1.0,2.0,1.0,-1.5560311486104488
Ne6,2.0,1.0,3.0,5.0,1.0,-0.37050994768733825
Ne7,2.0,1.0,1.0,1.0,1.0,-1.8428600534955926
Ne8,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Ne9,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nf10,2.0,4.0,3.0,3.0,1.0,0.015697201891144617
Nf11,1.0,4.0,3.0,3.0,1.0,-0.4259084419517226
Nf12,2.0,4.0,3.0,3.0,1.0,0.015697201891144617
Nf13,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Nf14,2.0,3.0,7.0,3.0,1.0,0.3458111879769128
Nf2,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Nf3,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Nf4,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Nf5,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Nf6,2.0,4.0,3.0,3.0,1.0,0.015697201891144617
Nf7,2.0,1.0,2.0,3.0,1.0,-1.1066850005914655
Nf8,3.0,4.0,6.0,3.0,1.0,0.9448545751355307
Nf9,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Ng1,2.0,2.0,3.0,3.0,1.0,-0.6242127710080357
Ng10,3.0,1.0,7.0,3.0,1.0,0.14750685892059978
Ng11,2.0,1.0,7.0,3.0,1.0,-0.29409878492226754
Ng12,2.0,1.0,5.0,3.0,1.0,-0.6191332711899468
Ng3,3.0,1.0,7.0,3.0,1.0,0.14750685892059978
Ng5,3.0,1.0,7.0,3.0,1.0,0.14750685892059978
Ng6,1.0,1.0,3.0,3.0,1.0,-1.3857734013004932
Ng7,2.0,3.0,7.0,3.0,1.0,0.3458111879769128
Ng8,2.0,4.0,3.0,3.0,1.0,0.015697201891144617
Nh1,1.0,1.0,1.0,2.0,1.0,-1.997636792453316
Nh10,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nh11,1.0,1.0,7.0,6.0,2.0,0.7824362979142059
Nh12,1.0,2.0,7.0,6.0,2.0,1.1023912843637962
Nh13,1.0,1.0,7.0,5.0,1.0,-0.16204661899484715
Nh15,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nh16,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Nh17,1.0,1.0,3.0,3.0,1.0,-1.3857734013004932
Nh18,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nh19,1.0,1.0,5.0,5.0,1.0,-0.48708110526252635
Nh2,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nh20,2.0,1.0,5.0,5.0,1.0,-0.04547546141965905
Nh21,2.0,1.0,5.0,5.0,1.0,-0.04547546141965905
Nh22,1.0,1.0,7.0,5.0,1.0,-0.16204661899484715
Nh23,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Nh24,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Nh25,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nh3,1.0,1.0,3.0,6.0,1.0,-0.5252866866450617
Nh4,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nh5,2.0,1.0,7.0,6.0,1.0,0.566387929733164
Nh6,1.0,1.0,7.0,5.0,2.0,0.495607393029062
Nh7,1.0,1.0,7.0,6.0,2.0,0.7824362979142059
Nh8,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Ni1,1.0,2.0,5.0,5.0,1.0,-0.16712611881293618
Ni2,1.0,1.0,3.0,6.0,1.0,-0.5252866866450617
