soc_id,EA033,EA066,EA030,EA028,EA039,complexity_score
Ni3,1.0,2.0,6.0,3.0,1.0,-0.5782666854493843
Ni4,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Ni5,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Ni6,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Ni7,1.0,1.0,7.0,6.0,1.0,0.1247822858902967
Nj2,3.0,5.0,7.0,6.0,1.0,2.2878135193743923
Nj3,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Nj8,3.0,4.0,7.0,5.0,1.0,1.6810296280396582
Sa1,2.0,2.0,7.0,3.0,1.0,0.02585620152732262
Sa12,1.0,4.0,7.0,3.0,1.0,0.22416053058363572
Sa13,2.0,2.0,7.0,3.0,1.0,0.02585620152732262
Sa3,2.0,5.0,8.0,3.0,1.0,1.148238404009933
Sa4,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Sa5,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Sa6,2.0,5.0,8.0,3.0,1.0,1.148238404009933
Sa7,1.0,1.0,7.0,4.0,1.0,-0.44887552387999097
Sa9,2.0,1.0,7.0,3.0,1.0,-0.29409878492226754
Sb1,1.0,1.0,6.0,5.0,1.0,-0.3245638621286868
Sb2,1.0,2.0,3.0,3.0,1.0,-1.065818414850903
Sb4,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Sb5,1.0,1.0,7.0,1.0,1.0,-1.3093622385354224
Sb6,1.0,2.0,1.0,2.0,1.0,-1.677681806003726
Sb7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sb8,3.0,4.0,7.0,6.0,1.0,1.9678585329248022
Sb9,4.0,5.0,7.0,5.0,1.0,2.4425902583321157
Sc1,1.0,1.0,3.0,2.0,1.0,-1.672602306185637
Sc10,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc11,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc12,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc13,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Sc15,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc16,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc17,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc18,2.0,1.0,3.0,3.0,1.0,-0.9441677574576259
Sc2,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc3,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Sc4,1.0,1.0,3.0,3.0,1.0,-1.3857734013004932
Sc5,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc6,3.0,1.0,7.0,3.0,1.0,0.14750685892059978
Sc7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sc8,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Sc9,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd1,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd2,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd3,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd4,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Sd5,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd6,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
Sd7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sd8,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Sd9,1.0,1.0,4.0,3.0,1.0,-1.2232561581666535
Se1,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Se10,1.0,2.0,7.0,3.0,1.0,-0.41574944231554467
Se11,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Se2,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Se3,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Se4,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Se5,1.0,1.0,4.0,3.0,1.0,-1.2232561581666535
Se6,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Se8,1.0,1.0,5.0,3.0,1.0,-1.060738915032814
Se9,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sf1,5.0,5.0,7.0,6.0,1.0,3.1710248070601272
Sf3,1.0,1.0,5.0,4.0,1.0,-0.7739100101476701
Sf4,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sf6,3.0,4.0,7.0,6.0,1.0,1.9678585329248022
Sf7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sg1,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sg2,1.0,2.0,6.0,5.0,1.0,-0.004608875679096601
Sg3,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sg4,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sg5,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sh1,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Sh2,1.0,4.0,2.0,3.0,1.0,-0.5884256850855621
Sh3,1.0,4.0,1.0,1.0,1.0,-1.3246007379896894
Sh4,2.0,4.0,1.0,3.0,1.0,-0.30933728437653457
Sh5,1.0,1.0,4.0,2.0,1.0,-1.5100850630517975
Sh6,2.0,4.0,1.0,2.0,1.0,-0.5961661892616784
Sh8,2.0,1.0,3.0,4.0,1.0,-0.657338852572482
Sh9,1.0,1.0,1.0,2.0,1.0,-1.997636792453316
Si1,2.0,1.0,2.0,1.0,1.0,-1.680342810361753
Si10,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Si2,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Si3,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Si4,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Si5,1.0,1.0,4.0,3.0,1.0,-1.2232561581666535
Si6,1.0,1.0,2.0,2.0,1.0,-1.8351195493194765
Si7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Si8,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sj1,1.0,1.0,3.0,3.0,1.0,-1.3857734013004932
Sj10,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sj11,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Sj2,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sj3,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sj4,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
Sj5,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
Sj6,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sj7,1.0,1.0,7.0,3.0,1.0,-0.7357044287651349
Sj8,2.0,2.0,7.0,3.0,1.0,0.02585620152732262
Sj9,1.0,1.0,2.0,3.0,1.0,-1.5482906444343327
ch12,5.0,5.0,7.0,5.0,2.0,3.541849914198892
ch13,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch14,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch15,5.0,3.0,7.0,5.0,3.0,3.559593953323621
ch16,5.0,5.0,5.0,5.0,3.0,3.874469439955122
ch17,5.0,2.0,7.0,5.0,2.0,2.5819849548501215
ch18,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch19,5.0,2.0,7.0,3.0,3.0,2.665981157103743
ch20,5.0,5.0,7.0,5.0,3.0,4.1995039262228016
ch21,5.0,5.0,5.0,5.0,3.0,3.874469439955122
ch22,5.0,5.0,8.0,4.0,2.0,3.4175382524475877
ch23,5.0,5.0,8.0,4.0,2.0,3.4175382524475877
ch24,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch25,5.0,5.0,7.0,5.0,3.0,4.1995039262228016
ch26,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch27,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ch28,5.0,2.0,7.0,5.0,3.0,3.239638966874031
ec12,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
ec13,1.0,1.0,7.0,1.0,1.0,-1.3093622385354224
ec14,1.0,2.0,7.0,1.0,1.0,-0.9894072520858324
ec15,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
ec16,1.0,1.0,1.0,1.0,1.0,-2.28446569733846
ec17,1.0,2.0,2.0,1.0,1.0,-1.8019934677550302
ec18,1.0,2.0,3.0,1.0,1.0,-1.6394762246211905
ec19,1.0,1.0,2.0,1.0,1.0,-2.1219484542046203
ec20,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
ec21,1.0,1.0,3.0,1.0,1.0,-1.9594312110707808
